Supplier type;Supplier;Invoice type;Invoice number;Invoice owner;Amount
;Diam PC;Small invoice;127983;Dennis Robertson;20000
;Diam PC;Small invoice;127984;Dennis Robertson;240000
;Diam PC;Small invoice;127985;Dennis Robertson;390000
;Diam PC;Small invoice;127986;Dennis Robertson;560000
;Est Mollis Foundation;Small invoice;127987;Dennis Robertson;1987000
;Quam Quis Incorporated;Small invoice;127988;Hunter Garcia;1000000
;Quam Quis Incorporated;Small invoice;127989;Hunter Garcia;1000000
;Vel PC;Partner;127990;Hunter Garcia;3210000
;Vel PC;Partner;127991;Hunter Garcia;1930000
;Eros Nam Limited;Small invoice;127992;Hunter Garcia;238000
;Dui Limited;Small invoice;127993;Hunter Garcia;2400000
;Ac Arcu Nunc Limited;Small invoice;127994;Hunter Garcia;4060000
;Vel PC;Partner;127995;Hunter Garcia;1560000
;Eu Erat Consulting;Small invoice;127996;Hunter Garcia;600000
;Sit PC;Small invoice;127997;Rebecca Love;3640000
;Nibh Dolor Nonummy PC;Employee declaration;127998;;180000
;Odio Aliquam Ltd;Employee declaration;127999;;390000
;Odio Aliquam Ltd;Employee declaration;128000;;150000
;Nibh Dolor Nonummy PC;Employee declaration;128002;;560000
;Nibh Dolor Nonummy PC;Employee declaration;128003;;180000
Office supplies;Euismod LLC;Small invoice;128006;Fiona Luna;1765000
;Nunc Sit Amet Consulting;Small invoice;128008;Fiona Luna;1250000
;Nunc Sit Amet Consulting;Small invoice;128009;Fiona Luna;1250000
;Suspendisse Dui Fusce Consulting;Small invoice;128010;Macy Hurst;830000
;Pharetra Ut Pharetra Inc.;Medium invoice;128011;Macy Hurst;10368000
Machinery;Proin LLC;Preferred supplier;128013;Lars Walker;1442000
Machinery;Proin LLC;Preferred supplier;128014;Lars Walker;4580000
Machinery;Proin LLC;Preferred supplier;128015;Lars Walker;4560000
Machinery;Proin LLC;Preferred supplier;128016;Lars Walker;6570000
Machinery;Proin LLC;Preferred supplier;128017;Lars Walker;2896000
Machinery;Proin LLC;Preferred supplier;128018;Lars Walker;6370000
Machinery;Proin LLC;Preferred supplier;128019;Lars Walker;3130000
Machinery;Proin LLC;Preferred supplier;128020;Lars Walker;20000
Machinery;Proin LLC;Preferred supplier;128021;Lars Walker;33253000
;Sed Eu Foundation;Small invoice;128041;Rebecca Love;2228000
;Egestas Limited;Small invoice;128043;Cullen Combs;1332000
;Commodo At Libero Institute;Small invoice;128044;Cullen Combs;4280000
;Id Enim Curabitur Corporation;Small invoice;128045;Rebecca Love;1710000
;Ipsum Sodales Company;Small invoice;128047;Dennis Robertson;1999000
;Ut LLP;Small invoice;128048;;500000
;Ut LLP;Small invoice;128050;Dennis Robertson;500000
;Non Limited;Preferred supplier;128052;Macy Hurst;11325000
;Nunc Ut Erat Inc.;Small invoice;128053;Gary Le;714000
Machinery;Proin LLC;Preferred supplier;128055;Lars Walker;1564000
Machinery;Proin LLC;Preferred supplier;128056;Lars Walker;2964000
Machinery;Proin LLC;Preferred supplier;128057;Lars Walker;233000
Machinery;Proin LLC;Preferred supplier;128058;Lars Walker;3824000
Machinery;Proin LLC;Preferred supplier;128059;Lars Walker;2132000
Machinery;Proin LLC;Preferred supplier;128060;Lars Walker;1183000
Machinery;Proin LLC;Preferred supplier;128061;Lars Walker;25199000
Machinery;Proin LLC;Preferred supplier;128062;Lars Walker;17976000
Machinery;Proin LLC;Preferred supplier;128063;Lars Walker;23891000
Machinery;Proin LLC;Preferred supplier;128064;Lars Walker;440000
Machinery;Proin LLC;Preferred supplier;128065;Lars Walker;29122000
Machinery;Proin LLC;Preferred supplier;128066;Lars Walker;20816000
Machinery;Proin LLC;Preferred supplier;128067;Lars Walker;1991000
;Laoreet Ltd;Employee declaration;128069;;2440000
;Purus Maecenas Libero Limited;Employee declaration;128070;;240000
;Ultrices Mauris Ipsum Consulting;Employee declaration;128071;;1730000
;Enim Suspendisse LLP;Small invoice;128072;Dennis Robertson;1020000
;Orci Luctus Et Consulting;Small invoice;128073;Dennis Robertson;5652000
;At Nisi LLP;Small invoice;128074;Dennis Robertson;6400000
;Suspendisse Dui Fusce Consulting;Small invoice;128075;Dennis Robertson;40000
;Augue Ac Foundation;Small invoice;128076;Dennis Robertson;4020000
;Non Bibendum Sed Inc.;Small invoice;128077;Hunter Garcia;11000
;Nibh Enim Foundation;Partner;128078;Hunter Garcia;30000
;Nibh Enim Foundation;Partner;128079;Hunter Garcia;330000
;Nibh Enim Foundation;Partner;128080;Hunter Garcia;70000
;Nonummy Ac Feugiat Company;Small invoice;128082;Lars Walker;1540000
;Nonummy Ac Feugiat Company;Small invoice;128083;Lars Walker;1350000
;Tortor Integer Incorporated;Employee declaration;128084;;360000
;Mauris Corp.;Employee declaration;128085;;1500000
;Purus Maecenas Libero Limited;Employee declaration;128086;;680000
;Sed Leo PC;Small invoice;128087;Dennis Robertson;4370000
;Enim Suspendisse LLP;Small invoice;128088;Hunter Garcia;740000
;Imperdiet Dictum Company;Preferred supplier;128091;Rebecca Love;37511000
;Imperdiet Dictum Company;Preferred supplier;128092;Cullen Combs;15342000
;Imperdiet Dictum Company;Preferred supplier;128093;Rebecca Love;3052000
;Nibh Enim Foundation;Partner;128094;Rebecca Love;480000
;Nibh Enim Foundation;Partner;128095;Cullen Combs;640000
;Nibh Enim Foundation;Partner;128096;Cullen Combs;170000
;Lacinia Consulting;Small invoice;128097;Rebecca Love;7021000
;Lectus Pede Inc.;Medium invoice;128099;Dennis Robertson;10275000
;Diam PC;Small invoice;128100;Hunter Garcia;200000
;Vel PC;Partner;128101;Dennis Robertson;1480000
;Vel PC;Partner;128102;Dennis Robertson;1310000
;Lectus Pede Inc.;Small invoice;128103;Dennis Robertson;150000
;Libero Integer In Corp.;Small invoice;128104;Dennis Robertson;3190000
;Tincidunt Corp.;Medium invoice;128105;Hunter Garcia;12178000
;Arcu Ac Institute;Small invoice;128106;Dennis Robertson;229000
;Arcu Ac Institute;Small invoice;128107;Dennis Robertson;1002000
;Diam PC;Small invoice;128108;Dennis Robertson;120000
;Diam PC;Small invoice;128109;Dennis Robertson;800000
;Diam PC;Small invoice;128110;Dennis Robertson;1310000
;Aliquet Phasellus Fermentum Inc.;Small invoice;128111;Hunter Garcia;4086000
;Mauris Suspendisse Industries;Small invoice;128112;Rebecca Love;4458000
;Nibh Enim Foundation;Partner;128114;Cullen Combs;30000
Office supplies;Vestibulum Ante Industries;Small invoice;128115;Cullen Combs;1400000
;Nec Cursus A Company;Small invoice;128116;Cullen Combs;84000
;Tristique Senectus Limited;Small invoice;128117;Cullen Combs;6180000
;Quam Quis Incorporated;Small invoice;128118;Dennis Robertson;1500000
;Nec Urna Suscipit Institute;Small invoice;128119;Dennis Robertson;2500000
;Id Industries;Medium invoice;128120;Alan Boyer;19278000
;Non Luctus Sit Corporation;Preferred supplier;128121;Macy Hurst;600000
Office supplies;Semper Foundation;Small invoice;128122;Alan Boyer;1120000
Office supplies;Semper Foundation;Small invoice;128123;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;128124;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;128125;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;128126;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;128128;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;128129;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;128130;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;128131;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;128132;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;128133;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;128134;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;128135;Alan Boyer;630000
;Eleifend Non Institute;Small invoice;128165;Macy Hurst;1219000
;Eleifend Non Institute;Small invoice;128166;Macy Hurst;1097000
;Iaculis Nec Eleifend LLP;Small invoice;128169;Alan Boyer;4157000
;Erat Vitae Risus Incorporated;Medium invoice;128170;Cruz Abbott;22169000
;Erat Vitae Risus Incorporated;Medium invoice;128171;Cruz Abbott;27096000
;Ut Incorporated;Medium invoice;128172;Cruz Abbott;18064000
;Adipiscing Ligula Foundation;Small invoice;128174;Cruz Abbott;158000
;Imperdiet LLC;Medium invoice;128175;Cruz Abbott;10424000
;Ultrices Posuere Cubilia Incorporated;Small invoice;128176;Hunter Garcia;3128000
;Ultricies Ligula Limited;Small invoice;128177;;7130000
;Vel PC;Partner;128179;Dennis Robertson;5060000
;Diam PC;Small invoice;128180;Dennis Robertson;660000
;Diam PC;Small invoice;128181;Dennis Robertson;140000
;Diam PC;Small invoice;128182;Dennis Robertson;90000
;Diam PC;Small invoice;128183;Dennis Robertson;290000
;Diam PC;Small invoice;128184;Dennis Robertson;4620000
;Diam PC;Small invoice;128185;Dennis Robertson;600000
;Diam PC;Small invoice;128186;Dennis Robertson;80000
;Diam PC;Small invoice;128187;Dennis Robertson;270000
;Lectus Pede Inc.;Small invoice;128188;Dennis Robertson;2310000
;Non Limited;Preferred supplier;128189;Hunter Garcia;2032000
;Non Limited;Preferred supplier;128190;Hunter Garcia;2357000
;Turpis Vitae Purus Associates;Small invoice;128191;Hunter Garcia;4165000
;Diam PC;Small invoice;128192;Hunter Garcia;40000
;Diam PC;Small invoice;128193;Hunter Garcia;260000
;Nibh Sit Institute;Small invoice;128195;Dennis Robertson;3450000
;Diam PC;Small invoice;128196;Dennis Robertson;180000
;Sed Neque Limited;Small invoice;128197;Dennis Robertson;1449000
;Tincidunt Corp.;Small invoice;128198;Dennis Robertson;2438000
;Nibh Enim Foundation;Partner;128199;Dennis Robertson;340000
;Nibh Enim Foundation;Partner;128200;Dennis Robertson;530000
;Nibh Enim Foundation;Partner;128201;Rebecca Love;2520000
;Vel PC;Partner;128202;Dennis Robertson;289000
;Neque Company;Small invoice;128203;Dennis Robertson;8470000
;Justo Sit Amet Corporation;Small invoice;128204;Dennis Robertson;188000
;Elementum Company;Small invoice;128205;Dennis Robertson;1150000
;Neque Company;Small invoice;128206;Dennis Robertson;8100000
;Id Consulting;Small invoice;128207;Dennis Robertson;17000
;Nibh Enim Foundation;Partner;128208;Dennis Robertson;430000
;Nibh Enim Foundation;Partner;128209;Hunter Garcia;230000
;Nibh Enim Foundation;Partner;128210;Cullen Combs;9000000
;Nibh Enim Foundation;Partner;128211;Hunter Garcia;1090000
;Vitae LLC;Small invoice;128212;Hunter Garcia;1500000
;Nulla At Sem LLP;Small invoice;128213;Cullen Combs;9639000
;Nibh Enim Foundation;Partner;128214;Hunter Garcia;19099000
;Nibh Enim Foundation;Partner;128215;Rebecca Love;2010000
;Nibh Enim Foundation;Partner;128217;Cullen Combs;3610000
;Nibh Enim Foundation;Partner;128218;Rebecca Love;30000
;Nibh Enim Foundation;Partner;128219;Cullen Combs;1360000
;Nibh Enim Foundation;Partner;128220;Rebecca Love;570000
;Non Lobortis Quis Associates;Preferred supplier;128221;Cruz Abbott;14042000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;128222;Alan Boyer;2320000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;128223;Alan Boyer;2320000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;128224;Alan Boyer;2320000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;128225;Alan Boyer;2020000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;128226;Alan Boyer;2020000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;128227;Alan Boyer;7330000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;128228;Alan Boyer;6740000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;128229;Alan Boyer;2020000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;128230;Alan Boyer;2320000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;128231;Alan Boyer;2020000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;128232;Alan Boyer;2020000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;128233;Alan Boyer;6210000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;128234;Alan Boyer;2470000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;128235;Alan Boyer;3800000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;128236;Alan Boyer;2020000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;128237;Alan Boyer;4040000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;128238;Alan Boyer;2020000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;128239;Alan Boyer;2020000
;Ultricies Ligula Limited;Small invoice;128240;Hunter Garcia;7130000
;Enim Corporation;Small invoice;128290;Gary Le;220000
;Aliquam PC;Small invoice;128291;Gary Le;470000
;Egestas Rhoncus Proin Company;Small invoice;128292;Cruz Abbott;1430000
;Mollis Lectus Pede Ltd;Small invoice;128294;Cruz Abbott;9870000
;Mollis Lectus Pede Ltd;Small invoice;128295;Cruz Abbott;4938000
;Luctus Curabitur Associates;Medium invoice;128296;Cruz Abbott;10948000
;Consectetuer Adipiscing Corporation;Small invoice;128299;Cruz Abbott;400000
;Consectetuer Adipiscing Corporation;Small invoice;128300;Cruz Abbott;1442000
;Adipiscing Ligula Foundation;Medium invoice;128301;Cruz Abbott;13556000
;Adipiscing Ligula Foundation;Small invoice;128302;Cruz Abbott;3571000
;Erat Vitae Risus Incorporated;Medium invoice;128304;Gary Le;20938000
;Ac Risus Morbi Consulting;Small invoice;128305;Cruz Abbott;4664000
;Sit Corporation;Small invoice;128306;Cruz Abbott;2673000
;Consequat Enim Diam Incorporated;Medium invoice;128307;Alan Boyer;26317000
;Sapien Incorporated;Small invoice;128308;Cruz Abbott;7182000
;Erat Vitae Risus Incorporated;Small invoice;128309;Alan Boyer;6479000
;Erat Vitae Risus Incorporated;Small invoice;128310;Gary Le;119000
;Eu Euismod PC;Medium invoice;128311;Cruz Abbott;20049000
;Et Institute;Small invoice;128313;Cruz Abbott;1780000
;Ac LLP;Small invoice;128314;Cruz Abbott;8130000
;Lorem Luctus Limited;High-level invoice;128315;Cruz Abbott;104586000
;Dis Parturient Consulting;Small invoice;128316;Cruz Abbott;1785000
Technical equipment;Ligula Ltd;Small invoice;128317;Cruz Abbott;7497000
;Velit Industries;Small invoice;128319;Cruz Abbott;528000
;Mauris Blandit Enim LLP;Small invoice;128320;Gary Le;50000
;Lectus A LLP;Small invoice;128321;Hunter Garcia;930000
;Non Luctus Sit Corporation;Preferred supplier;128323;Hunter Garcia;1130000
;Non Luctus Sit Corporation;Preferred supplier;128324;Hunter Garcia;600000
;Non Luctus Sit Corporation;Preferred supplier;128325;Hunter Garcia;600000
;Est Mollis Foundation;Small invoice;128326;Hunter Garcia;3286000
;Est Mollis Foundation;Small invoice;128327;Hunter Garcia;1929000
;Est Mollis Foundation;Small invoice;128328;Hunter Garcia;1835000
;Non Limited;Preferred supplier;128329;Macy Hurst;4796000
;Non Limited;Preferred supplier;128330;Macy Hurst;1625000
;Est Mollis Foundation;Small invoice;128331;Hunter Garcia;1609000
;Est Mollis Foundation;Small invoice;128332;Hunter Garcia;8800000
;Est Mollis Foundation;Small invoice;128333;Hunter Garcia;3778000
;Est Mollis Foundation;Small invoice;128334;Hunter Garcia;2197000
;Non Luctus Sit Corporation;Preferred supplier;128335;Dennis Robertson;1596000
;Non Luctus Sit Corporation;Preferred supplier;128336;Dennis Robertson;1700000
;Sagittis Associates;Small invoice;128337;Dennis Robertson;1008000
;Non Luctus Sit Corporation;Preferred supplier;128338;Dennis Robertson;750000
;Non Luctus Sit Corporation;Preferred supplier;128339;Dennis Robertson;1280000
;Adipiscing Inc.;Small invoice;128340;Dennis Robertson;500000
;Semper Rutrum Consulting;Employee declaration;128341;;650000
;Leo Corp.;Small invoice;128343;Dennis Robertson;7990000
;Nibh Enim Foundation;Partner;128344;Dennis Robertson;72478000
;Nibh Enim Foundation;Partner;128345;Dennis Robertson;1876000
;Justo Nec Ante Consulting;Small invoice;128346;Dennis Robertson;2980000
;Lacus Varius Industries;Small invoice;128347;Rebecca Love;180000
;Ac Company;Small invoice;128348;Cullen Combs;870000
;Vel PC;Partner;128349;Rebecca Love;470000
;Nulla At Institute;Preferred supplier;128350;Lars Walker;1140000
;Nulla At Institute;Preferred supplier;128351;Lars Walker;2490000
;Nulla At Institute;Preferred supplier;128352;Hunter Garcia;940000
;Nulla At Institute;Preferred supplier;128354;Lars Walker;250000
;Sed Libero Proin Inc.;Small invoice;128391;Rebecca Love;9258000
;Etiam Imperdiet Corporation;Small invoice;128392;Rebecca Love;3020000
;Nisi LLC;Small invoice;128393;Rebecca Love;970000
;Nibh Enim Foundation;Partner;128394;Rebecca Love;400000
;Nibh Enim Foundation;Partner;128395;Rebecca Love;30000
;Auctor Odio A Ltd;Small invoice;128396;Rebecca Love;4910000
;Sed PC;Small invoice;128400;Lars Walker;0
;Velit Dui Company;Small invoice;128401;Lars Walker;3439000
;Augue Ac Foundation;Medium invoice;128402;Dennis Robertson;12238000
;Ac Arcu Nunc Limited;Small invoice;128403;Dennis Robertson;5320000
;Ac Arcu Nunc Limited;Small invoice;128404;Dennis Robertson;2890000
;Ac Arcu Nunc Limited;Small invoice;128405;Dennis Robertson;1780000
;Ac Arcu Nunc Limited;Small invoice;128406;Dennis Robertson;3320000
Office supplies;Euismod LLC;Small invoice;128407;Dennis Robertson;370000
;Massa Mauris Ltd;Small invoice;128408;Dennis Robertson;2200000
;Fringilla Mi Lacinia LLC;Small invoice;128409;Dennis Robertson;9400000
;Fringilla Mi Lacinia LLC;Small invoice;128410;Dennis Robertson;3190000
;Enim Condimentum Eget Limited;Small invoice;128411;Dennis Robertson;2768000
Office supplies;Amet Ltd;Small invoice;128413;Dennis Robertson;1020000
;Duis Foundation;Small invoice;128414;Dennis Robertson;6620000
;Duis Foundation;Small invoice;128415;Dennis Robertson;2350000
;Nibh Enim Foundation;Partner;128416;Cullen Combs;1870000
;Libero Integer In Corp.;Small invoice;128417;Hunter Garcia;330000
;Augue Ac Foundation;Small invoice;128418;Hunter Garcia;2240000
;Augue Ac Foundation;Small invoice;128419;Hunter Garcia;2702000
;Augue Ac Foundation;Small invoice;128420;Hunter Garcia;2540000
;Nibh Enim Foundation;Partner;128421;Lars Walker;660000
;Nibh Enim Foundation;Partner;128422;Hunter Garcia;1090000
;Vitae Industries;Small invoice;128423;Hunter Garcia;310000
;Vivamus Consulting;Employee declaration;128425;;2430000
;Vehicula Pellentesque Tincidunt Limited;Employee declaration;128426;;200000
;Vehicula Pellentesque Tincidunt Limited;Employee declaration;128427;;300000
;Vehicula Pellentesque Tincidunt Limited;Employee declaration;128428;;1050000
